region,date,blase,netflix and chill,glock,lowkey,pleb,quan,pepe,stoop,burnt,simmer,chapo,spry,vape,tome,nae nae,shudder,wap,triggered,shook,juju,broccoli,woke,holosexual,shill,gaslighting,bigly,SJW,dank memes,vexing,bough,brandish,boolin,quash,wavy
TX,9/13/15,0.54549,0.28580,0.22376,0.09736,0.08930,0.48968,0.17570,0.09328,0.15365,0.08542,0.03572,0.10206,0.06807,0.16845,0.43207,0.13991,0.32034,0.10249,0.07402,0.12887,0.13178,0.17421,,0.07740,0.06295,0.00157,0.03468,0.05963,0.05470,0.04920,0.07104,0.23376,0.01793,0.11142
UT,9/13/15,0.13000,0.54691,0.06396,0.08703,0.11677,0.30501,0.11218,0.14040,0.10948,0.24228,,0.06969,0.02656,0.05176,0.41590,0.12284,0.16972,,0.11740,0.24370,0.12147,0.10887,,0.06342,0.16119,,0.15987,0.08623,0.09605,0.04479,,,0.01574,0.13042
VA,9/13/15,0.31004,0.25077,0.15250,0.07781,0.09744,0.23029,0.10031,0.08369,0.15499,0.09147,0.01309,0.10386,0.07124,0.16970,0.38140,0.10983,0.36925,0.09387,0.06998,0.03632,0.09657,0.12983,,0.07562,0.04804,0.00384,0.15882,0.07710,0.07157,0.05342,0.14361,0.11420,0.01643,0.21379
VT,9/13/15,,0.37480,0.28492,,0.20806,0.36231,0.24987,,,0.07195,,0.15523,,0.69172,0.42753,0.13680,0.37800,0.14029,0.13074,0.54278,0.18043,0.16171,,0.28259,,,0.23738,0.19205,,0.09980,,0.56898,,
WA,9/13/15,0.27818,0.29359,0.19596,0.08147,0.12720,0.18689,0.17185,0.13542,0.14908,0.06598,0.00249,0.15421,0.13562,0.22026,0.33761,0.15681,0.21376,0.03216,0.06994,0.16592,0.15162,0.07413,,0.08635,0.06585,0.00219,0.07256,0.07338,0.03270,0.05337,0.10249,0.08694,0.01608,0.08880
WI,9/13/15,0.19476,0.28358,0.30340,0.08691,0.10495,0.43658,0.19605,0.14021,0.12300,0.01613,0.01462,0.15660,0.11272,0.21969,0.46325,0.13800,0.20338,0.04718,0.08793,0.03042,0.02022,0.07249,,0.03167,0.04829,0.00322,0.05322,0.17222,0.09592,0.04474,0.07517,0.03188,0.01179,0.01628
WV,9/13/15,0.17597,0.29890,0.15148,0.15458,,0.43340,0.19926,0.27708,0.06482,,0.01733,,0.09435,,0.15153,0.14545,0.24116,,0.06951,,,,,0.15022,,,0.12620,0.10210,0.22747,,0.14263,,0.01865,
WY,9/13/15,0.37543,0.28348,0.21549,,,0.41104,0.37796,,0.18443,,,,0.08948,,0.43114,,0.11436,,,,,,,,,,,,,,,,0.10608,
AK,9/20/15,0.39863,0.36123,0.13730,,0.10026,0.34919,0.24082,0.30138,0.11751,,,,,1.00000,,0.13184,0.29145,0.13521,0.12601,0.26156,0.52146,,,0.13612,,,,,,,,,,0.13998
AL,9/20/15,0.27214,0.26202,0.16403,0.03188,0.01711,0.80455,0.10275,0.06858,0.20055,0.04734,0.03217,0.02553,0.06811,0.30341,0.49227,0.20251,0.55960,,0.04301,0.17856,0.23733,0.07977,,0.11616,0.07087,,0.19523,0.06318,0.07038,0.04923,0.06618,0.14033,0.05767,0.07167
AR,9/20/15,0.32943,0.31985,0.12157,0.11027,0.05918,0.69567,0.24876,0.05930,0.38150,0.06140,0.00927,0.08831,0.06731,0.26235,0.28376,0.11674,0.40860,0.07981,0.07438,0.15440,0.05130,0.09196,,0.04018,0.08170,,,0.10926,0.06085,0.02838,0.03815,,0.01995,0.28921
AZ,9/20/15,0.24977,0.37420,0.15263,0.08496,0.06080,0.26467,0.14602,0.18275,0.13063,0.06307,0.02223,0.12095,0.09795,0.20212,0.22209,0.14656,0.25773,0.04099,0.10188,0.15860,0.24593,0.12596,,0.11005,0.09791,0.00280,0.06936,0.03741,0.10419,0.09717,0.20899,0.19389,0.01024,0.12732
CA,9/20/15,0.28544,0.33054,0.15533,0.12183,0.13878,0.25097,0.19071,0.11365,0.16109,0.07568,0.03429,0.12345,0.09106,0.14345,0.29980,0.17197,0.44997,0.08278,0.06708,0.11836,0.12724,0.17832,,0.11776,0.03684,,0.10048,0.09854,0.11251,0.10366,0.06021,0.05472,0.03328,0.11924
CO,9/20/15,0.18195,0.28674,0.14986,0.03707,0.08953,0.28584,0.10753,0.09968,0.06996,0.09633,0.01559,0.25235,0.08486,0.12127,0.25894,0.13082,0.29642,0.13416,0.01250,0.15572,0.03449,0.09275,,0.12156,0.04120,,0.13620,0.11019,0.02046,0.02862,0.10259,0.05439,0.04359,0.04167
CT,9/20/15,0.15028,0.34045,0.19410,0.07336,0.07874,0.28796,0.18913,0.14202,0.12920,0.11982,0.02467,0.18799,0.09851,0.22689,0.21574,0.12425,0.46924,0.12743,0.05938,0.16434,0.21843,0.26919,,0.04276,0.13044,,0.14374,0.11629,0.16193,0.04531,0.14211,0.17221,0.02654,0.13193
DC,9/20/15,0.46820,0.34094,0.11519,0.10449,0.05608,0.32958,0.10102,0.12642,0.06572,0.04848,0.01318,0.04184,0.07175,0.21751,0.34569,0.03687,0.61130,0.03781,0.10572,0.18287,0.19444,0.10892,,0.11420,0.03871,,0.06398,0.07764,0.17298,0.02689,0.16265,0.19161,0.09450,0.13702
DE,9/20/15,0.13408,0.22782,,,0.08431,,0.30377,,0.29645,,,0.12581,0.23972,0.09344,,0.11087,0.49019,0.22741,0.10597,,,,,0.34340,0.11639,,,,0.34678,,,0.23047,0.08524,0.23544
FL,9/20/15,0.33564,0.25346,0.23875,0.10258,0.08870,0.31958,0.16530,0.07355,0.16132,0.08462,0.02492,0.17343,0.07479,0.18643,0.25978,0.19306,0.45790,0.09075,0.08457,0.05586,0.19090,0.13308,,0.05814,0.04645,0.00084,0.09073,0.07341,0.15725,0.07920,0.16166,0.18395,0.03917,0.11957
GA,9/20/15,0.48381,0.19604,0.27096,0.10600,0.08904,0.53408,0.09505,0.08922,0.15653,0.05474,0.02790,0.11072,0.08720,0.19187,0.29139,0.09757,0.48531,0.02668,0.06839,0.14195,0.17152,0.14604,,0.12760,0.07512,,0.09030,0.06393,0.04069,0.05218,0.07652,0.13522,0.06168,0.10360
HI,9/20/15,0.34118,0.21471,0.06529,0.22208,0.33374,0.70570,0.11451,0.14331,0.05588,0.03298,,0.14228,0.10844,0.26418,0.39187,0.06269,0.27718,0.06430,0.11984,,,0.07408,,,,,,,,0.09144,0.06146,,,0.13313
IA,9/20/15,0.13320,0.45265,0.19662,0.06688,0.19144,0.50007,0.11496,0.04796,0.16828,0.09931,0.02999,0.14283,0.08165,0.02652,0.39339,0.09440,0.27825,0.06455,0.03008,0.18729,0.20744,0.11155,,,0.03304,,0.05461,0.08836,0.04921,0.04590,0.30848,0.39249,0.04033,0.10023
ID,9/20/15,0.12732,0.28844,0.14618,0.14917,0.10674,0.32530,0.25639,0.10696,0.37532,0.07383,0.05017,,0.06070,0.11830,0.43869,,0.11636,0.14396,0.20123,,0.09253,0.16586,,0.07246,,,0.12179,,0.10976,0.05118,0.06880,,0.01799,
IL,9/20/15,0.29761,0.36435,0.16567,0.08101,0.05293,0.35550,0.12712,0.15910,0.17280,0.10198,0.02725,0.10718,0.11394,0.18434,0.32109,0.18394,0.39288,0.05608,0.06652,0.05918,0.17041,0.08224,,0.09752,0.06263,,0.05176,0.03490,0.03887,0.08701,0.05361,0.15502,0.04077,0.07917
IN,9/20/15,0.34043,0.38562,0.20101,0.13675,0.09786,0.52188,0.07345,0.12256,0.20071,0.14383,0.04600,0.14602,0.09042,0.21689,0.41892,0.17694,0.43558,0.11548,0.04612,0.06382,0.14845,0.13305,,0.01661,0.06755,,0.05582,0.09033,0.07547,0.09384,0.11038,0.16719,0.04947,0.05124
KS,9/20/15,0.24963,0.36978,0.13228,0.06749,0.16904,0.31539,0.23201,0.04839,0.22642,0.11692,0.04540,0.10810,0.04120,0.16057,0.36389,0.06351,0.26324,0.06513,0.12140,0.18900,0.08373,0.11257,,0.09836,0.06667,,0.05510,0.13374,0.04966,0.04632,0.12452,0.19804,0.02442,0.13486
KY,9/20/15,0.23679,0.26822,0.15292,0.15605,0.07444,0.40512,0.08940,0.09324,0.04362,0.09011,,0.08331,0.01058,0.18563,0.25495,0.22026,0.41928,0.05020,,,0.19359,0.17352,,0.10107,0.05138,,0.16987,0.06872,0.03827,0.07139,0.09597,0.25438,0.03136,0.12992
LA,9/20/15,0.27592,0.34931,0.22361,0.11409,0.06123,0.71088,0.19610,0.02045,0.07177,0.02823,0.01919,0.30456,0.08125,0.15834,0.27961,0.16104,0.43017,0.08258,0.17957,0.10650,0.21232,0.09515,,0.05542,0.02818,,0.04658,0.07536,0.04198,0.05872,0.23680,0.27898,0.03439,0.05700
MA,9/20/15,0.14082,0.30674,0.38241,0.08249,0.08854,0.20163,0.11452,0.08189,0.12772,0.10835,0.01494,0.14228,0.11619,0.15096,0.20527,0.16122,0.46033,0.08267,0.09416,0.05331,0.12989,0.13758,,0.05548,0.09403,,0.09325,0.10059,0.09805,0.05878,0.10536,0.11171,0.02066,0.04755
MD,9/20/15,0.28070,0.28905,0.14648,0.12955,0.08557,0.28873,0.14131,0.10718,0.12537,0.09618,0.02346,0.14365,0.06691,0.16596,0.27842,0.11253,0.48974,0.11541,0.05377,0.05581,0.25963,0.21608,,0.02905,0.05907,,0.12204,0.05924,0.19798,0.03077,0.02758,0.08772,0.03245,0.04480
ME,9/20/15,0.08671,0.34377,0.37333,,0.16357,0.28484,0.26192,0.05463,,0.18855,,0.32543,0.12402,0.24170,0.14938,0.21509,0.15850,0.22059,0.06852,0.14224,0.18905,0.16944,,0.14805,0.07527,,0.12441,0.20131,0.11213,0.05229,,,0.01838,
MI,9/20/15,0.28178,0.36246,0.20562,0.07274,0.06006,0.40791,0.11541,0.10832,0.14783,0.04154,0.01317,0.18820,0.07855,0.16640,0.26329,0.18955,0.44521,0.06480,0.06039,0.06268,0.14578,0.22398,,0.07339,0.07462,,0.05482,0.08870,0.08646,0.16703,0.18581,0.13135,0.04251,0.08386
MN,9/20/15,0.15715,0.31854,0.11395,0.06783,0.08321,0.35320,0.12491,0.21886,0.09752,0.11510,0.01630,0.21728,0.05915,0.10374,0.27073,0.15045,0.23433,0.02805,0.09151,0.18995,0.21639,0.08081,,0.08473,0.10051,,0.07120,0.05761,0.02139,0.04987,0.12067,0.28433,0.01052,0.07261
MO,9/20/15,0.20981,0.43399,0.14139,0.05344,0.08030,0.64926,0.15155,0.09196,0.14790,0.07141,0.01438,0.15406,0.03914,0.06357,0.39289,0.12068,0.49188,0.10830,0.08651,0.11971,0.17900,0.12478,,0.10903,0.06335,,0.05235,0.12707,,0.07701,0.07394,0.21952,0.03866,0.14415
MS,9/20/15,0.38589,0.17484,0.13291,0.09042,0.03235,0.73241,0.03885,0.06483,0.26543,0.08951,0.02028,0.09655,0.03679,0.10756,0.35456,0.12763,0.77588,0.08726,0.12198,,0.28044,0.15081,,,,,,,,0.15513,0.08341,0.17688,0.02181,0.04517
MT,9/20/15,0.07218,0.40879,0.49721,,0.09077,0.31614,0.10901,0.27285,0.21277,0.31391,0.02844,,0.10323,0.10059,0.12435,,0.13193,,,0.23680,0.15736,0.14104,,0.24647,,,,,,,0.23402,0.24813,0.03059,0.12673
NC,9/20/15,0.35705,0.38370,0.14978,0.08581,0.06332,0.56639,0.18666,0.10383,0.16193,0.07565,0.02345,0.15462,0.07529,0.16587,0.28390,0.14383,0.73212,0.07764,0.06511,0.06007,0.13972,0.05367,,0.06252,0.02384,,0.10509,0.09565,0.10655,0.06073,0.08905,0.22031,0.02910,0.11252
ND,9/20/15,,0.18809,0.28596,0.19455,0.10441,0.18182,0.12539,,0.24474,0.86658,,0.62318,0.11875,0.11571,0.28607,0.13730,0.07588,,,,,,,,,,0.23825,,,0.10012,0.13459,,,
NE,9/20/15,0.19610,0.50773,0.14473,0.03282,0.14092,0.36810,0.08462,0.14120,0.16516,0.12183,0.04416,0.26284,0.06010,0.23426,0.48262,0.18531,0.23042,,0.04428,0.36763,,0.05474,,,,,0.16078,0.19512,,0.03379,0.22707,0.09631,0.07124,0.04919
NH,9/20/15,0.08284,0.28151,0.49931,0.04853,0.15627,0.09071,0.06256,0.15658,0.06105,0.14411,,0.23317,0.08886,0.23090,0.42814,0.06850,0.37854,0.21074,0.06546,,0.09030,,,,0.14381,,0.23772,0.19232,0.10712,0.09990,,,0.03511,0.07273
NJ,9/20/15,0.20308,0.31852,0.20626,0.10371,0.05894,0.25088,0.09437,0.11811,0.10745,0.06794,0.01847,0.14657,0.09682,0.11612,0.23324,0.25834,0.75668,0.07948,0.09876,0.11959,0.14759,0.15263,,0.09780,0.04520,,0.08966,0.13298,0.17507,0.04396,0.06753,0.08951,0.03531,0.10057
NM,9/20/15,0.29543,0.37647,,0.08653,0.23220,0.28305,,0.09307,0.10886,0.06424,0.04366,0.13859,0.07922,0.25733,0.31810,,0.20250,0.37578,0.35020,0.12116,0.08051,0.07216,,0.06305,0.06411,,0.31791,0.17147,0.19101,0.13361,0.05987,,0.01565,
NV,9/20/15,0.22421,0.21490,0.14851,0.08083,0.02169,0.26439,0.15629,0.13039,0.17794,0.13501,0.05437,0.12945,0.12333,0.19229,0.41597,0.17113,0.55168,0.14625,0.10904,,0.15041,0.13481,,0.11779,,,0.04949,0.12012,0.13381,0.06240,0.08388,0.05929,0.02193,0.15141
NY,9/20/15,0.22058,0.29856,0.17705,0.09855,0.07522,0.23538,0.12139,0.16488,0.14602,0.06991,0.01768,0.09821,0.08956,0.16152,0.21576,0.15765,0.53472,0.06658,0.05909,0.06133,0.17525,0.12054,,0.06383,0.05517,0.00065,0.08583,0.09114,0.11602,0.08116,0.08182,0.12210,0.03724,0.11487
OH,9/20/15,0.29912,0.33336,0.24095,0.09609,0.09101,0.38564,0.14573,0.08511,0.14933,0.07553,0.01521,0.11769,0.07935,0.11430,0.26597,0.09574,0.41005,0.04091,0.07625,0.07914,0.18933,0.11313,,0.07413,0.04188,,0.08307,0.07841,0.08734,0.08146,0.07039,0.14927,0.02249,0.10165
OK,9/20/15,0.25730,0.45799,0.18991,0.04307,0.02311,0.48299,0.16654,0.06948,0.08127,0.06394,0.02897,0.06898,0.05257,0.15368,0.56993,0.18236,0.30234,0.06234,0.02905,0.24119,0.16028,0.07183,,0.15689,0.12763,,0.05274,0.21335,0.19012,0.06649,0.14897,0.06318,0.04674,0.12908
OR,9/20/15,0.17755,0.17338,0.07380,0.07890,0.10009,0.10055,0.05548,0.01543,0.07219,0.05858,0.01448,0.08042,0.05254,0.05119,0.20039,0.03037,0.22940,0.01038,0.02903,0.04017,0.02670,0.05982,,0.10453,0.04251,,0.07027,0.05685,0.06333,0.03692,0.02978,0.02105,0.01557,0.01075
PA,9/20/15,0.24220,0.30224,0.15553,0.06252,0.10841,0.33262,0.16739,0.12414,0.09681,0.11426,0.00809,0.11554,0.08513,0.17735,0.19094,0.11540,0.50647,0.08354,0.08434,0.05387,0.09845,0.08022,,0.07009,0.07127,,0.03534,0.05718,0.09555,0.04456,0.11313,0.05645,0.02958,0.17298
RI,9/20/15,0.36861,0.41753,0.31739,0.05398,,0.15135,0.27834,0.05806,0.13582,0.20038,,0.08646,0.09885,,0.39688,0.30478,0.58952,,0.07282,0.15116,0.10046,0.18007,,0.07867,0.23997,,0.13222,0.10697,0.47663,0.05557,0.37347,,0.03906,
SC,9/20/15,0.25221,0.30854,0.15636,0.04728,0.08881,0.51918,0.10665,0.08898,0.14869,0.05265,0.02385,0.05679,0.04329,0.05624,0.33021,0.20019,0.65461,0.10266,0.03189,0.13239,0.10997,,,0.12057,0.01751,,0.02895,0.09369,0.07827,0.03650,0.01635,0.03468,0.03421,0.07085
SD,9/20/15,0.16343,0.18513,0.14072,0.09573,,0.35789,0.12341,0.30889,,0.07107,,,0.05843,,0.42231,0.27025,0.37339,0.13858,0.12915,,,0.15968,,,,,0.23448,,,0.39420,,0.28092,,
TN,9/20/15,0.40666,0.21260,0.16161,0.07330,0.06884,0.49666,0.10630,0.06898,0.19595,0.05442,0.00925,0.11740,0.09507,0.18528,0.25598,0.09053,0.37166,0.05305,0.03708,0.12829,0.17050,0.04585,,0.06676,0.02715,,0.04488,0.07263,0.10113,0.08488,0.03803,0.29573,0.03977,0.06866
TX,9/20/15,0.44439,0.32175,0.16305,0.14492,0.06530,0.46151,0.16837,0.13470,0.12605,0.08767,0.03611,0.16907,0.06771,0.16175,0.33938,0.14395,0.36845,0.08029,0.09172,0.07014,0.13984,0.11638,,0.07040,0.04507,,0.10517,0.07445,0.07504,0.05893,0.12873,0.15224,0.03171,0.10457
UT,9/20/15,0.13345,0.43189,0.06566,0.06700,0.04795,0.18787,0.11516,0.12011,0.05620,0.19898,0.00751,0.07154,0.12269,0.13284,0.49263,0.06305,0.19165,0.03233,,0.12509,0.16625,0.03725,,0.03255,0.03310,,0.10941,,0.14790,0.09196,,0.06554,0.03232,0.06694
VA,9/20/15,0.23331,0.33036,0.18264,0.08076,0.06002,0.30773,0.11212,0.16704,0.10942,0.08302,0.02090,0.08955,0.10238,0.20692,0.19184,0.09646,0.49430,0.02698,0.05867,0.06959,0.10405,0.15543,,0.08148,0.04603,0.00184,0.10651,0.06155,0.10971,0.05116,0.15473,0.18229,0.03371,0.31655
VT,9/20/15,0.25077,0.37874,0.28790,0.19587,0.31536,0.18305,0.37873,,0.24640,0.07270,,0.15685,0.05978,,0.57601,0.13823,0.30557,0.28353,,,0.18225,0.16334,,0.14272,0.14511,,0.23987,0.19406,,,0.13551,,,
WA,9/20/15,0.17904,0.32594,0.08810,0.08241,0.08846,0.27306,0.12554,0.07252,0.09425,0.07786,0.01764,0.17998,0.12803,0.26735,0.27540,0.16919,0.23376,0.05422,0.04043,0.10489,0.06971,0.09996,,0.12009,0.05550,,0.03670,0.04454,0.04961,0.07712,0.08293,0.06595,0.02439,0.07859
WI,9/20/15,0.21145,0.27218,0.13242,0.20269,0.08461,0.32625,0.17419,0.09689,0.12750,0.16720,0.01515,0.10821,0.12372,0.18753,0.36428,0.17484,0.36893,0.06520,0.04557,0.09460,0.10477,0.07513,,0.04923,0.03337,,0.11032,0.06694,0.12428,0.17387,0.07791,,0.03259,0.06750
WV,9/20/15,,0.34926,0.30342,0.05161,,0.33761,0.13305,,0.19476,0.07662,,0.08265,0.06300,0.24555,0.37941,0.14568,0.28179,,,0.14451,0.09603,,,0.07521,0.07647,,,,,,,0.30285,0.05601,0.23201
WY,9/20/15,0.12853,,,0.15059,,0.14075,,0.97180,0.18945,0.22360,0.05065,,0.18384,,0.22144,,0.11747,,,,0.56046,,,,,,,,,,,,,
AK,9/27/15,,0.26495,0.13427,0.09135,0.09805,0.34150,0.35327,0.09825,0.45968,,,0.29262,0.16727,0.21733,0.26865,,0.35629,0.13223,,,0.16999,0.30472,,,,,,0.18102,0.60493,0.28209,0.12640,,,0.27380
AL,9/27/15,0.28411,0.35248,0.25629,0.04755,0.03403,0.84441,0.12260,0.06819,0.17947,0.05884,0.00533,0.05077,0.04838,0.11313,0.27969,0.13424,0.77897,0.06884,0.17107,0.04439,0.11799,0.07931,,0.09240,0.11744,,0.15530,0.03141,0.06998,0.03263,0.08773,0.09302,0.02294,0.04751
AR,9/27/15,0.14199,0.42891,0.24454,0.11091,0.02976,0.41462,0.14297,0.05964,0.13952,0.10292,0.03730,0.04441,0.05077,0.16491,0.48925,0.19568,0.60560,0.04014,0.07481,,0.30958,0.09249,,0.08081,,,0.06791,,0.12241,0.05708,0.15346,0.16271,0.01003,0.24932
AZ,9/27/15,0.25070,0.45804,0.19499,0.10423,0.10171,0.23910,0.18321,0.15286,0.21456,0.15476,0.04780,0.15176,0.08675,0.19161,0.15326,0.08025,0.21435,0.06858,0.07669,0.07960,0.17632,0.18964,,0.08285,0.01404,,0.04642,0.11266,0.10458,0.12679,0.05244,0.05560,0.01371,0.11360
CA,9/27/15,0.20363,0.52672,0.16992,0.13405,0.07656,0.25976,0.19024,0.14549,0.18101,0.07578,0.02978,0.12212,0.12085,0.16238,0.22604,0.17011,0.46335,0.07833,0.06968,0.12053,0.16477,0.11896,,0.07885,0.07654,,0.10543,0.08286,0.13030,0.10127,0.08508,0.09382,0.01824,0.15482
CO,9/27/15,0.09265,0.43729,0.22604,0.04523,0.07768,0.27054,0.04664,0.10702,0.15932,0.04701,0.03347,0.17386,0.12699,0.19369,0.26603,0.10214,0.41632,0.07857,0.10983,0.07599,0.06733,0.07544,,0.11864,0.02681,,0.08862,0.14340,0.05990,0.05587,0.07510,0.02654,0.00982,0.14912
CT,9/27/15,0.13357,0.49515,0.16729,0.08536,0.13743,0.18614,0.11003,0.09180,0.17897,0.08449,0.00957,0.09114,0.15630,0.13538,0.20919,0.08032,0.62144,0.16475,0.09596,0.07967,0.05295,0.02373,,0.04146,0.02108,,0.13938,0.11276,0.15701,0.10250,0.09842,0.33394,0.02573,0.12792
DC,9/27/15,0.25901,0.54851,0.13576,0.03958,0.04249,0.35760,0.11905,0.08514,0.18258,0.13713,0.04438,0.35924,0.08053,0.20403,0.21341,0.14898,0.77190,,,0.18473,0.17187,0.13204,,0.07691,0.05865,,0.19389,0.05229,0.08737,0.04074,0.12779,0.15485,0.01432,0.15818
DE,9/27/15,0.45273,0.58608,0.11138,,,0.28327,0.29304,0.08150,0.09533,0.16876,0.05097,,,0.18027,0.11142,,0.65019,0.21938,0.10222,0.21219,0.14101,,,0.11042,,,,,,0.07800,,0.44468,,
FL,9/27/15,0.29590,0.37088,0.20467,0.08525,0.09455,0.37977,0.19414,0.11919,0.12512,0.10337,0.03250,0.17750,0.10580,0.13521,0.19220,0.13236,0.64281,0.08227,0.06133,0.07161,0.16921,0.10427,,0.05383,0.05474,,0.09048,0.05068,0.09409,0.05265,0.07864,0.29182,0.01336,0.12776
GA,9/27/15,0.25826,0.38562,0.19542,0.09169,0.04429,0.55700,0.13001,0.19230,0.16149,0.04425,0.03855,0.13951,0.07555,0.13634,0.16179,0.09706,0.60437,0.04645,0.05566,0.06419,0.11944,0.09176,,0.06681,0.03397,,0.03369,0.04542,0.04048,0.07550,0.08881,0.13452,0.01824,0.10993
HI,9/27/15,0.03822,0.77931,0.32912,0.17912,0.14420,0.58593,0.34636,,0.22534,0.09974,0.04519,0.07172,0.08200,0.15981,0.13170,0.06321,0.45411,0.19447,0.24164,0.12540,,0.14937,,,,,0.10968,0.08874,,,0.06196,0.13139,0.01620,0.13422
IA,9/27/15,0.07920,0.67287,0.13640,0.06960,0.04980,0.58540,0.11962,0.27446,0.02918,0.22390,0.03121,0.11147,0.11328,0.13798,0.44346,0.06549,0.52480,0.13433,0.06259,0.06496,0.17269,0.03869,,0.06762,0.03438,,0.17046,0.04597,0.10242,0.07164,0.03210,0.20421,0.01678,0.03477
ID,9/27/15,0.04296,0.34064,0.22195,0.05033,,0.23520,0.12977,0.05413,0.37992,0.07473,0.01693,0.24184,0.09217,0.05987,0.14802,0.07104,0.15705,0.29144,0.06790,,,,,,,,,0.09974,,,0.06965,,0.01821,
IL,9/27/15,0.20191,0.58031,0.19203,0.11298,0.11749,0.41578,0.18661,0.12911,0.15990,0.10485,0.03444,0.18661,0.10344,0.17220,0.23363,0.15449,0.42690,0.06644,0.06668,0.18785,0.13798,0.10011,,0.09776,0.05232,0.00105,0.06918,0.08396,0.03118,0.05815,0.05862,0.14504,0.02427,0.10583
IN,9/27/15,0.19186,0.55418,0.13217,0.14611,0.16890,0.50420,0.14488,0.12088,0.19795,0.12516,0.03780,0.28802,0.08232,0.20054,0.28095,0.12691,0.49973,0.08135,0.09097,0.09442,0.10457,0.09373,,0.08189,0.13323,,0.08259,0.08909,0.34733,0.03471,0.27992,0.13191,0.00407,0.08422
KS,9/27/15,0.11346,0.66403,0.13027,0.04431,0.11891,0.43483,0.05712,0.09531,0.13936,0.14803,,0.10645,0.05409,0.15813,0.32578,0.09382,0.51847,0.09621,0.08966,0.12408,0.08246,0.07391,,0.06457,,,0.21706,0.17561,,0.15964,0.15328,,0.01603,0.06641
KY,9/27/15,0.14406,0.66906,0.27291,0.10127,0.03623,0.33127,0.04352,0.07261,0.14864,0.06265,0.02271,0.10813,0.07212,0.06023,0.22337,0.16677,0.46082,0.02443,0.04554,0.04726,0.18845,0.02815,,0.07379,,0.00500,0.08268,0.03345,,0.12162,0.07006,,0.01832,0.15177
LA,9/27/15,0.21143,0.31318,0.25208,0.07622,0.02045,0.53426,0.04913,0.02049,0.26369,0.07073,0.02564,0.06104,0.04652,0.22667,0.39227,0.21516,0.57969,0.11033,0.07712,0.10672,0.21276,0.06356,,0.05554,0.02824,,0.18668,0.07552,0.12618,0.13730,0.07910,0.11182,0.02757,0.17134
MA,9/27/15,0.08938,0.53001,0.30784,0.12935,0.09917,0.23027,0.21438,0.14574,0.10074,0.05030,0.02900,0.09865,0.10151,0.13921,0.19020,0.16519,0.47568,0.07133,0.06648,0.22423,0.22925,0.09246,,0.10772,0.05476,,0.10561,0.09765,0.14956,0.06340,0.23012,0.09037,0.01337,0.12923
MD,9/27/15,0.09291,0.33485,0.16000,0.12864,0.05311,0.22196,0.08929,0.06386,0.11204,0.11020,0.01997,0.14264,0.10268,0.20011,0.23281,0.18158,0.65613,0.08595,0.01335,,0.16573,0.18155,,0.10095,0.04399,,0.07271,0.07844,0.13106,0.02037,0.08215,0.34843,0.00358,0.13347
ME,9/27/15,0.08411,0.28582,0.21727,0.04927,0.05289,0.55259,0.31757,,0.18595,0.14632,0.03314,0.07892,0.12030,0.11722,0.36225,0.06955,0.46122,0.14265,0.06647,0.27595,0.18338,0.08218,,0.14360,,,0.12068,0.09764,0.10876,0.05072,,,0.03565,
MI,9/27/15,0.18767,0.57928,0.17776,0.08795,0.12391,0.37503,0.14880,0.15962,0.19363,0.09386,0.02404,0.13206,0.09730,0.17001,0.40414,0.10086,0.56172,0.04774,0.05932,0.06157,0.15344,0.10085,,0.10414,0.03258,0.00163,0.08078,0.09803,0.12134,0.07922,0.06085,0.09677,0.00795,0.08238
MN,9/27/15,0.12562,0.73993,0.25960,0.08831,0.06319,0.39431,0.15178,0.14774,0.12344,0.16025,0.02310,0.11000,0.05390,0.47853,0.27413,0.12464,0.34442,0.07102,0.03971,0.13738,0.09129,0.09819,,0.07149,0.01454,,0.07210,0.17499,0.06498,0.09090,0.05430,0.23032,0.00710,0.13234
MO,9/27/15,0.17180,0.48140,0.20244,0.08475,0.06823,0.56437,0.09560,0.04558,0.14660,0.09438,0.03207,0.13574,0.07113,0.10082,0.29598,0.10467,0.38015,0.06134,0.07146,,0.11829,0.07068,,0.04632,0.10989,,0.05190,0.10497,0.04677,0.14176,0.07329,0.06217,0.02299,0.20640
MS,9/27/15,0.18003,0.43697,0.04429,0.03013,0.06469,0.56321,0.03884,0.09722,0.22744,0.04474,0.03040,0.09652,0.11035,0.17921,0.53168,0.29771,0.37607,0.04362,0.04065,0.08438,,0.10051,,0.04391,0.08930,,,,,0.09305,0.12508,0.17683,,0.18063
MT,9/27/15,0.28535,0.16162,0.12286,0.08358,,0.15623,0.10774,0.08989,0.10515,0.06205,0.05622,0.13387,0.10203,0.19885,0.24580,,0.32599,0.12099,,,,,,0.12180,,,,,,0.25809,0.11565,,0.09070,
NC,9/27/15,0.26180,0.41808,0.19956,0.10057,0.06477,0.60152,0.17501,0.10816,0.09489,0.13065,0.03890,0.15302,0.07980,0.13757,0.19224,0.14904,0.83154,0.09462,0.06105,0.07040,0.13100,0.08387,,0.04397,0.03725,0.00149,0.08621,0.08968,0.11099,0.09317,0.09741,0.28033,0.01455,0.18085
ND,9/27/15,,0.18793,1.00000,0.19438,,0.18166,,0.20905,0.12226,0.14430,,0.31132,0.05932,0.11561,0.28582,0.13718,0.15162,,,,,0.16211,,0.14164,,,,0.19259,0.21453,0.30014,,0.28519,0.03516,0.14565
