region,date,blase,netflix and chill,glock,lowkey,pleb,quan,pepe,stoop,burnt,simmer,chapo,spry,vape,tome,nae nae,shudder,wap,triggered,shook,juju,broccoli,woke,holosexual,shill,gaslighting,bigly,SJW,dank memes,vexing,bough,brandish,boolin,quash,wavy
KY,10/18/15,0.24505,0.38073,0.15233,0.20726,0.13348,0.36804,0.08015,0.04458,0.07822,0.10771,0.01394,0.09959,0.06325,0.17258,0.06095,0.11702,0.29102,0.03000,0.02796,0.05804,0.20035,0.08979,,,0.12285,,0.10153,0.08214,0.13725,0.05541,0.02483,0.31591,0.01298,0.09318
LA,10/18/15,0.18785,0.10237,0.18676,0.23294,0.02273,0.47499,0.13649,0.04555,0.26640,0.04716,0.02849,0.06783,0.02585,0.12595,0.18683,0.26901,0.23126,0.03065,0.14284,,0.17065,0.30590,,0.08018,0.09414,,0.10373,0.08393,0.04674,0.15103,0.25377,0.05381,0.03317,0.09521
MA,10/18/15,0.18501,0.36615,0.20340,0.13109,0.14853,0.22462,0.24409,0.10183,0.15576,0.08110,0.01960,0.11665,0.09335,0.19926,0.18206,0.15420,0.28406,0.07380,0.08842,0.16315,0.11864,0.14887,,0.06504,0.05396,,0.16054,0.05773,0.06431,0.08531,0.06175,0.16836,0.01614,0.06549
MD,10/18/15,0.20763,0.19033,0.15319,0.11580,0.02486,0.30303,0.14927,0.07473,0.16025,0.12895,0.06232,0.31530,0.07068,0.16530,0.10217,0.35959,0.29809,0.08381,0.07811,0.06485,0.28293,0.06762,,0.10340,0.03432,,0.11345,0.09179,,0.05217,0.02805,0.35689,0.01100,0.06942
ME,10/18/15,0.08473,0.22048,0.50281,,0.18359,0.21313,0.07349,,0.28689,0.08465,,0.18263,0.17399,0.40691,0.16767,0.32189,0.17789,0.33012,,,0.36948,0.08279,,,,,0.13964,0.11298,,0.05109,0.06868,,,0.25632
MI,10/18/15,0.26568,0.37896,0.19515,0.09483,0.13572,0.30725,0.13039,0.05440,0.11930,0.07040,0.03828,0.17214,0.12734,0.12785,0.21381,0.24094,0.26631,0.02746,0.05970,0.01770,0.15243,0.11840,,0.12733,0.03747,,,0.08770,0.13955,0.10118,0.06800,0.08012,0.02371,0.09475
MN,10/18/15,0.14343,0.38686,0.15124,0.18292,0.19634,0.26712,0.11790,0.07377,0.15821,0.20370,0.03076,0.14649,0.09769,0.16319,0.10087,0.04841,0.12485,0.06620,0.03085,0.12806,0.12876,0.16487,,0.10084,0.01694,,0.11201,0.15858,0.02524,0.09158,0.13678,0.08701,0.01430,0.08567
MO,10/18/15,0.14276,0.36107,0.13308,0.14712,0.08503,0.35961,0.08753,0.08520,0.11390,0.05041,0.03426,0.12688,0.04835,0.14808,0.31618,0.07987,0.22070,0.04915,0.04580,0.06338,0.12816,0.09846,,0.04301,0.05031,,0.19403,0.08970,,0.08102,0.02723,0.17322,0.02847,0.01696
MS,10/18/15,0.50041,0.31034,0.20970,0.07133,0.03828,1.00000,0.04598,0.15344,0.22434,0.07944,,0.17137,0.15239,0.04243,0.47200,0.35239,0.47297,,0.04811,0.09987,0.05742,0.05147,,0.04497,,,,,0.07873,0.06352,0.04270,,,0.05345
MT,10/18/15,,0.54780,,,0.10136,0.17652,0.12173,,0.11880,,0.06353,,0.28820,,0.13886,0.13329,0.07366,,,,0.15511,0.13903,,0.12147,0.13993,,,,,,,,,
NC,10/18/15,0.31015,0.27671,0.18698,0.14629,0.05462,0.51715,0.18857,0.13681,0.20803,0.10860,0.04920,0.12224,0.08152,0.17401,0.16834,0.20648,0.53086,0.18414,0.06006,0.10686,0.17417,0.08265,,0.08826,0.03770,,0.12462,0.12603,0.08424,0.06801,0.13713,0.25848,0.01793,0.10485
ND,10/18/15,0.08415,0.21967,0.16699,,0.12194,0.84940,0.14645,,,0.08434,0.03821,0.18195,0.13868,0.13514,,0.48106,0.17724,0.16445,,,0.18348,,,0.14368,,,,,,,,,,
NE,10/18/15,0.17303,0.22672,0.05745,0.07817,0.04195,0.25569,0.20153,,0.04917,0.26114,0.03944,0.12519,0.14313,0.09298,0.17241,,0.18292,0.22631,,,0.06287,,,0.04924,,,0.09573,0.07745,0.08627,0.06956,,0.09914,0.01222,0.17572
NH,10/18/15,0.07887,0.15397,0.07803,0.15926,0.11396,0.14884,0.06843,0.05709,0.13357,0.15764,0.01786,0.25507,0.03240,0.31574,0.39030,0.07493,0.04141,,,,0.34391,0.07706,,0.06733,0.07866,,,0.31558,0.23436,0.23779,0.12786,,0.01671,
NJ,10/18/15,0.30879,0.30384,0.31823,0.17460,0.10495,0.32635,0.19806,0.16525,0.14936,0.06222,0.04228,0.15660,0.08099,0.14123,0.16431,0.17743,0.37590,0.08088,0.04711,0.15645,0.27386,0.16364,,0.04468,0.02070,,0.06842,0.09687,0.10791,0.03787,0.08485,0.10795,0.01996,0.10466
NM,10/18/15,0.25812,0.28420,0.07201,0.24496,0.26294,0.09158,0.06315,,0.18490,0.18186,0.06591,0.15693,0.08971,0.17483,0.14408,0.06915,0.30573,0.14184,,,0.24118,0.14411,,0.12591,,,,0.09708,0.10814,0.08894,0.05978,,0.06251,0.14684
NV,10/18/15,0.21176,0.29466,0.34460,0.04689,0.10066,0.28484,0.15110,0.05043,0.23594,0.24367,0.02366,0.03755,0.04293,0.05577,0.20684,0.46327,0.29260,0.06787,0.06325,,0.03847,,,0.15065,,,,0.18583,0.10350,0.19154,0.08582,0.12133,0.00748,0.14054
NY,10/18/15,0.27264,0.22878,0.14492,0.07641,0.07144,0.21885,0.15251,0.12990,0.11163,0.05490,0.04726,0.12238,0.06018,0.11728,0.12686,0.17048,0.29033,0.11418,0.07980,0.10353,0.25303,0.11879,,0.06605,0.03652,,0.09056,0.04396,0.08705,0.07331,0.08660,0.08866,0.01483,0.16623
OH,10/18/15,0.31971,0.24026,0.18264,0.09810,0.07722,0.28115,0.12645,0.04923,0.08227,0.11167,0.03079,0.13616,0.06786,0.10891,0.18271,0.16615,0.30098,0.01893,0.01764,0.07325,0.19010,0.04733,,0.04962,0.03876,,0.04805,0.15551,0.07218,0.14605,0.03926,0.06661,0.00821,0.07841
OK,10/18/15,0.20201,0.23998,0.10946,0.17375,0.10657,0.37117,0.12799,0.02670,0.09368,0.12899,0.02505,0.15902,0.01515,0.20668,0.25549,,0.17426,0.17966,0.03348,0.06951,0.04004,0.07177,,0.03135,0.03678,,0.06080,0.04919,0.05479,0.08859,,0.12627,,0.11160
OR,10/18/15,0.09614,0.25745,0.12626,0.10308,0.03688,0.19268,0.07751,0.03695,0.09726,0.07015,0.02022,0.01376,0.05767,0.09196,0.10105,0.08487,0.15412,0.03730,0.04635,0.04811,0.09782,0.01252,,0.04377,0.02546,,0.02104,0.08511,0.17065,0.06184,0.05195,,0.01087,0.05149
PA,10/18/15,0.17373,0.25738,0.18367,0.09236,0.07581,0.33512,0.14707,0.08180,0.17087,0.10487,0.04386,0.12182,0.06964,0.12279,0.23167,0.23772,0.27547,0.07864,0.04397,0.10649,0.14975,0.12632,,0.06208,0.04025,,0.13307,0.05383,0.08395,0.09745,0.10479,0.09722,0.02226,0.13841
RI,10/18/15,0.13531,0.23135,0.35173,0.05982,0.19264,0.27955,0.23134,0.06434,0.07526,,0.08048,,0.07303,0.07116,0.43982,0.16887,0.18666,0.17319,,,0.39334,0.17627,,0.07701,0.17729,,,0.11854,0.13205,0.21758,0.07312,0.15505,0.05735,0.17930
SC,10/18/15,0.26677,0.19029,0.15780,0.17893,0.05762,0.58529,0.04613,0.01924,0.22510,0.05313,0.06620,0.22926,0.01092,0.14899,0.15786,0.40409,0.41872,0.07770,0.09655,0.05010,0.08724,0.13032,,0.02277,0.02651,,0.04382,0.03546,0.03950,0.11260,0.30272,0.18342,,0.10726
SD,10/18/15,,0.10575,,0.10938,,,0.14100,0.11764,,0.16241,0.14716,,0.20029,0.39033,,,0.08532,,0.14755,,,,,,,,,,,,,,,
TN,10/18/15,0.17764,0.22183,0.16060,0.08741,0.03518,0.50035,0.09859,0.10576,0.09621,0.07300,0.05145,0.19249,0.04668,0.19495,0.24099,0.10795,0.17046,0.03163,0.05896,,0.15844,0.07889,,0.04136,0.03238,,0.08028,0.06495,0.16882,0.06816,0.07854,0.05552,0.03764,0.04912
TX,10/18/15,0.40657,0.28779,0.12851,0.14571,0.08267,0.39688,0.14758,0.11194,0.20426,0.11899,0.07912,0.13336,0.07496,0.16343,0.22651,0.30263,0.23058,0.08437,0.06740,0.05246,0.09366,0.13791,,0.09430,0.05244,,0.07648,0.11550,0.05514,0.08326,0.10446,0.26899,0.01886,0.10295
UT,10/18/15,0.15942,0.27509,0.13941,0.14226,0.17816,0.31024,0.12226,0.02550,0.05966,0.14082,0.01595,0.15190,0.11578,0.14102,0.24406,0.20080,0.12947,,0.03199,0.19919,0.34758,0.13846,,0.24195,,,0.17422,,0.05234,0.04273,0.14358,,0.00751,0.03553
VA,10/18/15,0.18649,0.32297,0.12276,0.10629,0.10594,0.38317,0.15659,0.08982,0.16237,0.05636,0.04597,0.17024,0.07415,0.18966,0.23444,0.19289,0.26651,0.08792,0.05121,0.06378,0.12321,0.14356,,0.05789,0.04500,,0.09298,0.01504,0.05028,0.08178,0.07329,0.19427,0.01198,0.27307
VT,10/18/15,0.30291,,0.15353,0.10445,0.33635,0.68334,0.26929,0.11234,0.13140,0.07754,,0.33459,0.06375,,,,0.08148,,,,0.16510,,,,,,,,0.46113,0.09133,0.49106,,0.06419,
WA,10/18/15,0.14612,0.27489,0.09834,0.06690,0.09874,0.16413,0.14014,0.03598,0.19988,0.09312,0.03938,0.12054,0.10208,0.10942,0.14756,0.16525,0.16960,0.03632,0.06769,0.18734,0.18006,0.17380,,0.04339,0.12391,,0.08193,0.04971,0.20305,0.09960,0.07209,0.02184,0.01616,0.13786
WI,10/18/15,0.20955,0.31117,0.20816,0.07724,0.20728,0.34893,0.16596,0.06923,0.14576,0.09558,0.03897,0.06186,0.04715,0.12251,0.34075,0.27257,0.23098,0.13045,0.08684,0.10815,0.26997,0.11168,,0.06505,0.01908,,0.09460,0.10205,0.14209,0.09190,0.03088,0.22921,0.01211,0.09647
WV,10/18/15,0.21913,0.28547,,0.05905,,0.27596,0.22837,0.12703,0.14858,0.08768,,,0.03604,0.07025,0.26050,0.08335,0.36852,0.08548,0.07966,,0.09555,,,0.07483,,,0.14464,,,0.05285,0.42629,0.15067,,0.17700
WY,10/18/15,,,,,,,,,0.43361,0.12794,0.05796,,,0.20500,0.50682,,0.40330,,,0.48258,0.28234,,,0.22110,,,,,,,,,,
AK,10/25/15,,0.09194,,0.38039,0.10208,0.44439,0.12259,,0.11963,0.21180,0.03199,0.15231,0.05804,0.11312,0.27967,,0.14836,,,,0.17670,0.47512,,,,,,,,0.09774,0.13139,,0.10305,0.14252
AL,10/25/15,0.48405,0.32915,0.07149,0.04864,0.06961,0.46970,0.06269,0.10462,0.14276,0.07221,0.02726,0.05193,0.07916,0.05785,0.19071,0.04577,0.30351,0.04694,0.13122,0.04540,0.33168,0.16215,,0.07084,0.04804,,,0.09638,,0.15011,0.15694,0.19018,0.08206,0.02430
AR,10/25/15,0.18447,0.44427,0.27813,0.18921,0.02901,0.40420,0.24391,0.02907,0.10201,0.06020,0.03637,0.12988,0.08249,0.06431,0.27823,0.03815,0.18977,0.03913,,0.30277,0.10055,0.09012,,0.03937,0.12016,,0.06621,0.16069,0.77567,0.08343,0.14953,0.23781,0.17592,0.04051
AZ,10/25/15,0.35323,0.34461,0.08496,0.07707,0.13443,0.21608,0.11177,0.15542,0.26662,0.10013,0.02916,0.21601,0.07644,0.13751,0.07083,0.17677,0.20290,0.08367,0.06498,0.16186,0.10746,0.08026,,0.07013,0.04282,,0.09438,0.19090,0.04253,0.08916,0.03995,0.05648,0.02089,0.08662
CA,10/25/15,0.29128,0.36984,0.18015,0.11513,0.10763,0.26727,0.17714,0.12516,0.21648,0.07996,0.05371,0.16259,0.08690,0.10750,0.16019,0.17124,0.23852,0.09319,0.05344,0.13520,0.14266,0.15261,,0.05225,0.07338,,0.15767,0.09077,0.12024,0.06746,0.07014,0.06893,0.02147,0.12801
CO,10/25/15,0.21692,0.28370,0.12940,0.08803,0.10499,0.30167,0.17652,0.06312,0.24610,0.07261,0.02961,0.12533,0.08358,0.23270,0.18697,0.17948,0.20601,0.01416,0.07917,0.10956,0.14552,0.06521,,0.07122,0.05797,,0.11978,0.09691,0.04318,0.14086,0.06763,0.02868,0.01768,0.13193
CT,10/25/15,0.40742,0.47617,0.13163,0.17909,0.08010,0.32081,0.19239,0.14446,0.09388,0.03324,0.03012,0.26294,0.08199,0.21304,0.28529,0.23172,0.36090,0.17283,0.02013,0.08358,0.13879,0.07464,,0.06521,0.11057,,0.10966,0.17745,0.09883,0.12284,0.12384,0.26261,0.03238,0.17893
DC,10/25/15,0.38827,0.34376,0.31358,0.12800,0.06106,0.42535,0.11000,0.04589,0.32206,0.07391,0.03827,0.31891,0.07813,0.15226,0.10457,0.14052,0.31064,0.04118,0.03837,0.03983,0.23808,0.04742,,0.06215,0.06322,0.00842,0.10450,0.19728,0.06279,0.01463,0.01967,0.04171,0.01029,0.10657
DE,10/25/15,0.32201,0.43792,0.33290,0.07549,0.08103,0.63499,0.38926,,0.18994,,0.07617,0.12091,0.27647,0.35920,,0.21311,0.05889,0.10928,,,0.14041,0.37755,,,,,,,0.16664,0.07767,,,,
FL,10/25/15,0.38255,0.25013,0.16479,0.11786,0.12034,0.32239,0.18157,0.12057,0.22421,0.09177,0.02707,0.11050,0.05264,0.15387,0.13949,0.14607,0.30944,0.08738,0.13185,0.04025,0.12832,0.13418,,0.06699,0.06389,,0.09153,0.08544,0.10152,0.06802,0.11926,0.24448,0.02287,0.06893
GA,10/25/15,0.39413,0.28747,0.15465,0.10064,0.11293,0.51730,0.07666,0.05412,0.23594,0.04415,0.03385,0.13920,0.05584,0.11427,0.22870,0.16142,0.29617,0.11257,0.05554,0.06405,0.07657,0.19826,,0.05996,0.08812,,0.11204,0.09971,0.02019,0.08000,0.18346,0.24147,0.02150,0.10283
HI,10/25/15,0.22305,0.46430,0.32086,0.21829,0.09372,0.28561,0.22511,0.14086,0.10984,0.09723,0.02937,0.06992,0.02665,0.20773,0.06420,0.18486,0.13622,0.12639,,,0.08105,0.07264,,,0.12938,,,0.17302,,0.13450,,,,0.06543
IA,10/25/15,0.26673,0.66499,0.18382,0.06253,0.20135,0.33115,0.18807,0.08967,0.18355,0.03095,0.02804,0.06677,0.11450,0.19835,0.24518,0.11768,0.03252,0.18103,0.05623,0.05837,0.27138,0.13899,,0.03036,0.03088,0.00617,,0.16521,0.09202,0.02144,0.05765,0.18339,0.00754,0.15618
ID,10/25/15,0.08220,0.74539,0.14166,0.04819,0.05172,0.09007,0.18635,0.10365,0.06062,0.14309,0.01621,0.30871,0.02941,0.17196,0.42513,,0.07518,0.06975,,0.13493,0.08961,0.16063,,0.07017,0.14280,,0.11802,0.19097,0.10637,,,,0.01742,
IL,10/25/15,0.22764,0.29873,0.23225,0.10182,0.11683,0.33143,0.20368,0.07553,0.24736,0.10687,0.04133,0.16308,0.11359,0.17124,0.19103,0.14372,0.20268,0.06608,0.04737,0.05899,0.15673,0.08779,,0.04091,0.07804,,0.12900,0.17394,0.10851,0.05418,0.16509,0.18534,0.01143,0.08945
IN,10/25/15,0.31407,0.32358,0.13119,0.10040,0.10777,0.41705,0.11505,0.02400,0.11228,0.09939,0.03002,0.05360,0.12257,0.11943,0.22966,0.14172,0.35680,0.19379,0.12040,0.15620,0.16600,0.01860,,0.04875,0.03306,,0.08197,0.39792,0.09850,0.06887,0.18514,0.26174,0.02420,0.16719
KS,10/25/15,0.27080,0.65480,0.21777,0.12699,0.09087,0.27693,0.19098,0.04553,0.15975,0.12570,0.07119,0.37288,0.10335,0.10071,0.15561,0.11949,0.31368,0.06128,0.05710,0.17780,0.23616,0.03528,,0.21576,0.03136,,0.15552,0.12582,0.04672,0.17418,0.14633,0.12412,0.02295,0.06344
KY,10/25/15,0.28622,0.39268,0.18170,0.12361,0.07582,0.46211,0.11382,0.22791,0.08886,0.14421,,0.14142,0.06467,0.14704,0.25967,0.12463,0.15153,0.05113,0.04764,0.24725,0.13137,0.11775,,0.05144,0.07850,,0.04325,0.10498,0.03898,0.09084,0.04884,0.20715,0.02554,0.05293
LA,10/25/15,0.37322,0.40607,0.15434,0.12250,0.05635,0.57245,0.11280,0.03764,0.28621,0.02598,0.03532,0.25226,0.03205,0.10409,0.18013,0.19761,0.31398,0.05067,0.04722,0.09801,0.19529,0.11669,,0.05098,,,0.21432,0.03468,0.03863,0.03601,0.12101,0.25660,0.00633,0.05245
MA,10/25/15,0.22324,0.42770,0.30223,0.16200,0.10701,0.23293,0.17670,0.08041,0.15677,0.08326,0.01677,0.15967,0.09127,0.14823,0.17407,0.14951,0.30134,0.08117,0.06724,0.05234,0.15065,0.09348,,0.07260,0.12002,,0.09156,0.09877,0.06877,0.12179,0.13786,0.09136,0.00451,0.11205
MD,10/25/15,0.29868,0.39654,0.17645,0.14005,0.16107,0.34593,0.14185,0.04304,0.22653,0.11140,0.03701,0.17624,0.09159,0.13090,0.20594,0.25416,0.28873,0.10137,0.04049,0.08404,0.11163,0.16676,,0.08742,0.05929,,0.22052,0.13876,0.02208,0.11321,0.16601,0.14668,0.01447,0.13493
ME,10/25/15,0.16933,0.19189,0.21880,0.14885,0.10652,0.51010,0.25584,,0.31210,0.07367,0.03338,,0.21200,0.23609,0.58368,,0.15482,,0.06694,,0.36917,,,0.07228,0.22057,,,0.09832,0.21905,0.10210,0.06862,0.14552,0.01794,
MI,10/25/15,0.38783,0.51367,0.14492,0.11502,0.08231,0.40952,0.12003,0.07658,0.23428,0.23178,0.02395,0.14913,0.12035,0.16940,0.24162,0.17781,0.22645,0.03964,0.05172,0.09203,0.14263,0.09131,,0.07978,0.07305,0.00162,0.06708,0.17366,0.03627,0.05635,0.09090,0.11244,0.01386,0.04104
MN,10/25/15,0.20867,0.45406,0.11506,0.09784,0.16804,0.28347,0.13874,0.10523,0.16001,0.13075,0.00987,0.09402,0.07764,0.19786,0.18703,0.08286,0.21370,0.11331,0.06600,0.08220,0.12739,0.03262,,0.05700,0.14498,0.00290,0.09586,0.07755,0.06479,0.04027,0.10825,0.11478,0.02123,0.01466
MO,10/25/15,0.16215,0.38689,0.16176,0.17007,0.07517,0.38335,0.12896,0.12912,0.22654,0.15597,0.01346,0.16023,0.09159,0.15471,0.11768,0.09884,0.23412,0.11585,0.08098,0.19610,0.20467,0.16676,,0.04371,0.05930,,0.22053,0.07930,0.02208,0.14409,0.02767,0.05868,0.01085,0.05997
MS,10/25/15,0.49810,0.31051,0.08583,0.08759,,0.73677,0.07527,0.06280,0.14692,0.02168,0.01964,0.18705,0.08911,,0.47226,0.28848,0.43274,0.12680,,,,0.09733,,0.08504,0.12979,,0.07151,0.23143,0.06445,,0.04037,0.08562,0.01056,0.04376
MT,10/25/15,0.14195,0.24133,,0.24961,0.17862,0.31104,0.10725,,0.20934,,,,0.05078,,0.24469,0.23488,0.12981,,,0.23299,0.15475,,,,0.36986,,0.20379,,,,0.11506,,,0.12469
NC,10/25/15,0.27900,0.40950,0.22066,0.13940,0.13812,0.53114,0.15205,0.10379,0.21583,0.11543,0.03246,0.19750,0.06872,0.11480,0.18921,0.15892,0.43077,0.06985,0.12295,0.09008,0.21938,0.08937,,0.10152,0.01589,,0.10505,0.15936,0.03550,0.17099,0.14088,0.17295,0.01357,0.14463
ND,10/25/15,0.32190,0.54723,0.41599,0.09434,0.20252,0.08817,0.24321,,0.35603,0.07003,,0.15109,0.17274,,0.41614,0.13315,0.14717,,,,0.17546,0.15726,,,,,,0.18694,,0.19411,,,0.03411,0.14138
NE,10/25/15,0.25505,0.38538,0.43943,0.13287,0.03565,0.24836,0.12846,0.07145,0.16715,0.07398,0.04469,0.26601,0.08110,0.11854,0.24422,0.09377,0.15547,0.09617,0.04481,0.09302,0.06178,0.11075,,0.14515,,,0.16272,0.19747,0.14665,0.06835,0.04594,,0.10810,0.09956
NH,10/25/15,0.19205,0.30468,0.19853,0.13506,0.14497,0.08415,0.23214,0.04842,0.11327,0.30081,0.01514,0.28842,0.08244,0.21421,0.26480,0.19063,0.21071,0.06517,,,0.33497,0.15011,,0.32790,0.06671,,,0.35685,,0.09264,,,,
NJ,10/25/15,0.41137,0.38854,0.15449,0.15457,0.11282,0.22535,0.27098,0.05320,0.27223,0.05049,0.02287,0.10893,0.08302,0.12503,0.21819,0.19199,0.41476,0.10740,0.08341,0.17313,0.14948,0.11336,,0.03602,0.10077,,0.09086,0.12252,0.05459,0.12085,0.12825,0.03626,0.02235,0.15752
NM,10/25/15,0.21990,0.45695,0.06316,0.12890,0.13836,0.20078,0.22155,,0.21621,0.06380,0.04335,0.27527,0.10490,0.20444,0.18954,0.06065,0.13407,0.12439,,0.24063,0.07991,0.14324,,0.06258,0.06367,,,,0.18969,0.04420,,,,0.06439
NV,10/25/15,0.31248,0.25012,0.34858,0.28026,0.13885,0.18134,0.02779,0.06956,0.24409,0.17606,0.00725,0.10359,0.09211,0.07694,0.25361,0.36516,0.16817,0.03121,,0.12074,0.12023,0.21551,,0.18830,,,0.21122,0.04272,0.09518,0.06650,0.08939,,0.02337,0.06462
NY,10/25/15,0.32033,0.39835,0.16718,0.10515,0.07371,0.27477,0.12448,0.11078,0.21597,0.09240,0.01949,0.14779,0.07597,0.13529,0.12938,0.15145,0.25612,0.07145,0.04921,0.08413,0.18757,0.13592,,0.08126,0.06678,,0.06307,0.08505,0.08053,0.06402,0.06825,0.11327,0.01396,0.14794
OH,10/25/15,0.33685,0.45264,0.16582,0.11845,0.19980,0.45337,0.21814,0.05460,0.17031,0.07956,0.01897,0.17165,0.12394,0.14091,0.12441,0.13535,0.22880,0.05716,0.01522,0.01580,0.15737,0.06582,,0.09859,0.05015,,0.17960,0.14531,0.14941,0.04062,0.17943,0.03309,0.02040,0.04227
OK,10/25/15,0.25673,0.39489,0.06320,0.10748,0.13845,0.24109,0.24940,0.11560,0.16226,0.09576,0.05061,0.17215,0.09185,0.17900,0.12644,0.12137,0.18446,0.15559,0.02900,,0.35982,0.07167,,0.06262,,,0.05265,0.17039,,0.06634,0.08918,,0.04663,0.03222
OR,10/25/15,0.05973,0.23034,0.11330,0.05606,0.09778,0.14408,0.10840,0.09797,0.12342,0.06763,0.01650,0.03367,0.05560,0.11670,0.10304,0.11869,0.15305,0.04057,0.02836,0.05887,0.05209,0.07003,,0.09178,0.07268,,0.18879,0.06943,0.04640,0.07203,0.00968,0.02053,0.00506,0.04201
PA,10/25/15,0.26232,0.35674,0.21556,0.09461,0.07617,0.20780,0.14635,0.11702,0.23210,0.07375,0.01750,0.08334,0.07219,0.10692,0.11825,0.15357,0.29521,0.06163,0.06382,0.15896,0.17597,0.12618,,0.06890,0.12617,0.00140,0.15063,0.11249,0.08354,0.08274,0.09813,0.08324,0.00513,0.13470
RI,10/25/15,0.35771,0.40545,,0.05242,0.16880,0.24496,,0.05638,0.39568,0.15567,,0.08396,0.12798,0.06236,0.07708,,0.16356,,,,0.09749,0.17475,,0.07634,,,,,0.11571,0.16177,,0.15371,,0.07856
SC,10/25/15,0.36281,0.39651,0.22327,0.10633,0.08152,0.35490,0.17622,0.17970,0.19109,0.10149,0.04598,0.09731,0.06490,0.19875,0.11168,0.10720,0.42655,0.10994,0.02049,0.08507,0.08475,0.05064,,0.11062,0.11254,,0.11161,0.09030,0.06706,0.20315,0.37811,0.17818,0.00549,0.11382
SD,10/25/15,0.16043,1.00000,0.13821,0.28209,0.10093,,0.24242,0.10113,0.35487,0.06981,0.09488,0.30120,0.17218,0.33555,,0.13272,0.07335,,,,0.34978,0.15675,,,0.13933,,0.46061,0.37266,,,0.13004,0.27576,0.03400,
TN,10/25/15,0.21076,0.45934,0.11174,0.08552,0.06120,0.43515,0.09799,0.04088,0.10759,0.07054,0.01278,0.15219,0.11600,0.11303,0.15370,0.16095,0.14824,0.06878,0.03846,0.02661,0.07069,0.12672,,0.09688,0.05632,,0.02327,0.03766,0.04195,0.06843,0.13141,0.02787,0.00344,0.05696
TX,10/25/15,0.36197,0.35788,0.18314,0.15348,0.11629,0.35945,0.14199,0.07380,0.18627,0.09518,0.04191,0.13592,0.08046,0.16969,0.17258,0.19115,0.22677,0.08626,0.06577,0.08090,0.14440,0.14147,,0.05523,0.06154,0.00053,0.11057,0.12166,0.07174,0.10403,0.06992,0.21181,0.01436,0.11907
UT,10/25/15,0.12324,0.43900,0.12135,0.14447,0.11077,0.23147,0.02661,0.08879,0.23368,0.21451,0.02083,0.09917,0.08818,0.07365,0.21244,0.14566,0.20930,0.14938,0.05569,0.11559,0.15354,0.03440,,0.09018,0.24466,,0.10110,0.28629,,0.16986,0.08562,,,
VA,10/25/15,0.34995,0.34085,0.23555,0.13461,0.06880,0.22765,0.14047,0.08962,0.24192,0.11897,0.02803,0.18480,0.05086,0.15250,0.18851,0.08143,0.29001,0.08351,0.10377,0.05385,0.16690,0.08548,,0.07469,0.10448,0.00190,0.18840,0.10162,0.08490,0.03957,0.07091,0.11278,0.00927,0.21134
VT,10/25/15,0.13896,0.31496,0.11971,,0.43710,0.15223,0.20997,,0.40983,0.06046,0.08218,,0.09942,0.09688,0.35927,0.22991,0.19059,0.23579,0.10987,0.22806,0.15148,0.13577,,0.11863,,,,0.32277,,0.08379,,0.23886,0.02945,
WA,10/25/15,0.12589,0.29262,0.19532,0.15502,0.14263,0.22768,0.20935,0.07940,0.17645,0.10961,0.02235,0.07094,0.09012,0.14928,0.10855,0.09378,0.17275,0.06412,0.02988,0.14470,0.15096,0.02460,,0.11822,0.08751,,0.10849,0.10240,0.08148,0.04555,0.05102,0.02164,0.02401,0.07744
WI,10/25/15,0.11423,0.50704,0.14762,0.17853,0.07186,0.39629,0.12946,0.12001,0.22460,0.09112,0.02627,0.10723,0.08173,0.11946,0.24612,0.14175,0.16538,0.12922,0.07526,0.09374,0.08302,0.07441,,0.06501,0.08267,,0.08199,0.17689,0.02463,0.10332,0.06173,0.06545,0.01614,0.05017
WV,10/25/15,0.47317,0.38997,0.22234,0.35294,0.05412,0.51834,,0.16268,0.25372,0.03743,,0.08075,0.03077,0.35986,0.22242,0.21350,,0.07299,,0.14119,,0.16811,,,0.07471,,,0.09991,,0.15563,,0.14787,0.01823,0.15112
WY,10/25/15,0.12892,0.43829,0.22212,0.15111,0.64879,0.14123,,,0.57030,,,,0.18447,,0.22220,,0.11787,,,,,,,,,,,,,,,,,0.22646
AK,11/1/15,0.16238,0.27590,0.41946,0.09512,0.20420,0.17780,0.12262,,0.35900,0.14124,0.03199,0.15235,0.29030,0.11315,0.27974,0.26852,0.29680,0.13770,0.12832,0.53273,,,,0.27724,,,0.23298,,,0.19583,,,,
AL,11/1/15,0.41886,0.33670,0.16288,0.11081,0.10195,0.41425,0.16325,0.05108,0.27880,0.03526,0.02130,0.07606,0.07730,0.15064,0.25605,0.15641,0.19757,0.09166,,0.04433,0.17675,0.10561,,,0.07037,,0.11632,0.03137,,0.06518,0.17523,0.09290,0.01718,0.11862
AR,11/1/15,0.37711,0.40046,0.04059,0.11046,0.14820,0.43873,0.07119,0.14850,0.13896,0.12300,0.00929,0.17691,0.05056,0.13139,0.28423,0.15591,0.17232,0.07995,0.03725,0.15465,0.15416,0.13817,,0.08048,0.08184,,,0.16416,0.06095,0.08527,0.03821,,0.00999,0.08277
AZ,11/1/15,0.48803,0.30919,0.09971,0.20351,0.07281,0.28983,0.19988,0.08338,0.25602,0.05036,0.02282,0.23282,0.06507,0.13833,0.22800,0.21886,0.17387,0.15431,0.30068,0.08141,0.16231,0.11315,,0.08474,0.10052,,0.09494,0.13442,0.10696,0.08978,0.14750,0.02844,0.01753,0.11619
